,Unnamed: 0,file,max_detection_conf,detections
2437,9378,8d19ea5e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.131, 0.396, 0.274, 0.357]}]"
2440,9385,8e6d155c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.462, 0.675, 0.2, 0.289]}]"
2442,9394,92dfcab2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.24, 0.402, 0.277, 0.558]}]"
2444,9396,8bfaac1c-21bc-11ea-a13a-137349068a90.jpg,0.992,"[{'category': '1', 'conf': 0.992, 'bbox': [0.415, 0.024, 0.58, 0.965]}, {'category': '1', 'conf': 0.93, 'bbox': [0.809, 0.822, 0.19, 0.16]}]"
2445,9397,92df1acc-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.074, 0.483, 0.869]}, {'category': '1', 'conf': 0.95, 'bbox': [0.796, 0.288, 0.066, 0.239]}]"
2446,9398,8d696bf6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.105, 1.0, 0.865]}]"
2449,9411,88dec180-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.208, 0.134, 0.784, 0.857]}, {'category': '1', 'conf': 0.889, 'bbox': [0.022, 0.915, 0.198, 0.07]}, {'category': '1', 'conf': 0.745, 'bbox': [0.004, 0.746, 0.223, 0.24]}, {'category': '1', 'conf': 0.306, 'bbox': [0.001, 0.751, 0.055, 0.2]}, {'category': '1', 'conf': 0.278, 'bbox': [0, 0.752, 0.056, 0.117]}, {'category': '1', 'conf': 0.112, 'bbox': [0.025, 0.133, 0.492, 0.756]}]"
2450,9415,8a93aa40-21bc-11ea-a13a-137349068a90.jpg,0.968,"[{'category': '1', 'conf': 0.968, 'bbox': [0.738, 0.84, 0.258, 0.122]}, {'category': '1', 'conf': 0.499, 'bbox': [0.558, 0.417, 0.031, 0.032]}, {'category': '1', 'conf': 0.158, 'bbox': [0.554, 0.416, 0.038, 0.048]}]"
2451,9416,907f1d0e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.17, 0.224, 0.822, 0.766]}, {'category': '1', 'conf': 0.938, 'bbox': [0.001, 0.665, 0.17, 0.317]}, {'category': '1', 'conf': 0.144, 'bbox': [0.008, 0.779, 0.158, 0.204]}, {'category': '1', 'conf': 0.11, 'bbox': [0.004, 0.659, 0.067, 0.307]}]"
2452,9422,96c6f8d0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.185, 0.583, 0.256, 0.351]}]"
2454,9425,8b7db626-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.008, 0.923, 0.979]}, {'category': '2', 'conf': 0.131, 'bbox': [0, 0.09, 0.928, 0.901]}]"
2455,9431,8bbc77ee-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.0, 0.367, 0.166, 0.4]}, {'category': '1', 'conf': 0.999, 'bbox': [0.748, 0.318, 0.206, 0.305]}]"
2459,9441,872ea490-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.475, 0.451, 0.18, 0.342]}]"
2460,9452,97483616-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.282, 0.09, 0.718, 0.888]}, {'category': '1', 'conf': 0.978, 'bbox': [0.002, 0.746, 0.199, 0.24]}, {'category': '1', 'conf': 0.817, 'bbox': [0.191, 0.477, 0.464, 0.51]}, {'category': '1', 'conf': 0.604, 'bbox': [0.028, 0.927, 0.177, 0.058]}, {'category': '1', 'conf': 0.415, 'bbox': [0.224, 0.373, 0.707, 0.59]}]"
2461,9459,88f2e444-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.254, 0.036, 0.573, 0.698]}, {'category': '1', 'conf': 0.943, 'bbox': [0.008, 0.015, 0.29, 0.945]}, {'category': '1', 'conf': 0.486, 'bbox': [0.449, 0.018, 0.359, 0.61]}, {'category': '1', 'conf': 0.216, 'bbox': [0.019, 0.019, 0.495, 0.901]}]"
2465,9477,979784a0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.087, 0.64, 0.323, 0.339]}, {'category': '1', 'conf': 0.993, 'bbox': [0.87, 0.734, 0.13, 0.193]}]"
2467,9482,87cb6334-21bc-11ea-a13a-137349068a90.jpg,0.993,"[{'category': '1', 'conf': 0.993, 'bbox': [0.154, 0.366, 0.051, 0.127]}, {'category': '1', 'conf': 0.986, 'bbox': [0.304, 0.504, 0.069, 0.206]}, {'category': '1', 'conf': 0.982, 'bbox': [0.965, 0.385, 0.018, 0.04]}, {'category': '1', 'conf': 0.976, 'bbox': [0.585, 0.358, 0.041, 0.097]}, {'category': '1', 'conf': 0.972, 'bbox': [0.283, 0.342, 0.037, 0.108]}, {'category': '1', 'conf': 0.972, 'bbox': [0.534, 0.452, 0.052, 0.135]}, {'category': '1', 'conf': 0.967, 'bbox': [0.31, 0.3, 0.034, 0.044]}, {'category': '1', 'conf': 0.958, 'bbox': [0.846, 0.413, 0.03, 0.04]}, {'category': '1', 'conf': 0.931, 'bbox': [0.55, 0.424, 0.062, 0.079]}, {'category': '1', 'conf': 0.917, 'bbox': [0.424, 0.396, 0.088, 0.116]}, {'category': '1', 'conf': 0.911, 'bbox': [0.519, 0.317, 0.019, 0.034]}, {'category': '1', 'conf': 0.911, 'bbox': [0.63, 0.383, 0.037, 0.073]}, {'category': '1', 'conf': 0.825, 'bbox': [0.358, 0.303, 0.045, 0.042]}, {'category': '1', 'conf': 0.668, 'bbox': [0.903, 0.447, 0.025, 0.038]}, {'category': '1', 'conf': 0.344, 'bbox': [0.81, 0.396, 0.019, 0.035]}, {'category': '1', 'conf': 0.308, 'bbox': [0.851, 0.383, 0.015, 0.024]}, {'category': '1', 'conf': 0.206, 'bbox': [0.381, 0.271, 0.023, 0.031]}, {'category': '1', 'conf': 0.157, 'bbox': [0.605, 0.36, 0.025, 0.037]}, {'category': '1', 'conf': 0.135, 'bbox': [0.599, 0.362, 0.03, 0.055]}]"
2468,9485,889e3fac-21bc-11ea-a13a-137349068a90.jpg,0.983,"[{'category': '1', 'conf': 0.983, 'bbox': [0.759, 0.858, 0.24, 0.105]}]"
2472,9501,917668d4-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.041, 0.555, 0.8, 0.433]}, {'category': '1', 'conf': 0.919, 'bbox': [0.179, 0.749, 0.676, 0.234]}, {'category': '1', 'conf': 0.727, 'bbox': [0, 0.549, 0.249, 0.437]}, {'category': '1', 'conf': 0.272, 'bbox': [0.069, 0.876, 0.174, 0.107]}]"
2473,9511,8fe66b72-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.002, 0.263, 0.987, 0.723]}, {'category': '1', 'conf': 0.355, 'bbox': [0, 0.753, 0.106, 0.216]}]"
2475,9517,9827bbec-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.093, 0.205, 0.677, 0.707]}, {'category': '1', 'conf': 0.961, 'bbox': [0.045, 0.454, 0.077, 0.112]}]"
2476,9523,8a372ca2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.405, 0.419, 0.213, 0.56]}]"
2479,9532,90c1b59c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.095, 0.484, 0.358, 0.452]}]"
2480,9538,98cb310a-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.628, 0, 0.372, 0.979]}]"
2482,9559,983b8f8c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.114, 0.027, 0.265, 0.572]}]"
2486,9576,884e49a2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.368, 0.678, 0.325, 0.308]}, {'category': '1', 'conf': 0.28, 'bbox': [0.129, 0.6, 0.05, 0.031]}]"
2487,9582,92763f7a-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0, 0.535, 0.064, 0.197]}]"
2488,9584,976611a4-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.254, 0.052, 0.736, 0.948]}, {'category': '1', 'conf': 0.975, 'bbox': [0.011, 0.519, 0.786, 0.465]}, {'category': '1', 'conf': 0.737, 'bbox': [0.016, 0.099, 0.831, 0.874]}]"
2492,9593,8fc5f09a-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.88, 0.695, 0.119, 0.163]}, {'category': '1', 'conf': 0.992, 'bbox': [0.571, 0.802, 0.072, 0.183]}, {'category': '1', 'conf': 0.985, 'bbox': [0.074, 0.84, 0.159, 0.148]}, {'category': '1', 'conf': 0.978, 'bbox': [0.001, 0.916, 0.099, 0.069]}, {'category': '1', 'conf': 0.705, 'bbox': [0.633, 0.946, 0.067, 0.037]}]"
2495,9603,95503be2-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.803, 0.553, 0.197, 0.276]}, {'category': '1', 'conf': 0.997, 'bbox': [0.524, 0.456, 0.235, 0.288]}, {'category': '1', 'conf': 0.988, 'bbox': [0.001, 0.387, 0.095, 0.27]}, {'category': '1', 'conf': 0.985, 'bbox': [0.061, 0.406, 0.192, 0.409]}, {'category': '1', 'conf': 0.924, 'bbox': [0.127, 0.425, 0.214, 0.28]}, {'category': '1', 'conf': 0.671, 'bbox': [0.043, 0.409, 0.12, 0.244]}, {'category': '1', 'conf': 0.511, 'bbox': [0.015, 0.392, 0.12, 0.258]}, {'category': '1', 'conf': 0.163, 'bbox': [0.042, 0.419, 0.063, 0.23]}, {'category': '1', 'conf': 0.112, 'bbox': [0.002, 0.417, 0.061, 0.232]}]"
2497,9618,8bb2c672-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.605, 0.024, 0.395, 0.572]}, {'category': '1', 'conf': 0.998, 'bbox': [0.299, 0.14, 0.198, 0.343]}, {'category': '1', 'conf': 0.996, 'bbox': [0.078, 0.258, 0.099, 0.279]}, {'category': '1', 'conf': 0.871, 'bbox': [0.172, 0.273, 0.092, 0.182]}]"
2498,9622,9409a778-21bc-11ea-a13a-137349068a90.jpg,0.954,"[{'category': '1', 'conf': 0.954, 'bbox': [0.042, 0, 0.257, 0.973]}, {'category': '1', 'conf': 0.803, 'bbox': [0.047, 0.041, 0.882, 0.909]}, {'category': '1', 'conf': 0.219, 'bbox': [0.698, 0.204, 0.184, 0.24]}, {'category': '1', 'conf': 0.181, 'bbox': [0.038, 0.019, 0.517, 0.96]}, {'category': '1', 'conf': 0.127, 'bbox': [0.756, 0.213, 0.118, 0.222]}]"
2499,9623,8819d69a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.191, 0.013, 0.803, 0.975]}]"
2501,9628,8e378ca2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.062, 0.532, 0.335, 0.443]}]"
2502,9629,9559e0ca-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.014, 0.031, 0.965, 0.957]}, {'category': '1', 'conf': 0.996, 'bbox': [0.032, 0.48, 0.963, 0.502]}, {'category': '1', 'conf': 0.662, 'bbox': [0.352, 0.536, 0.229, 0.256]}, {'category': '1', 'conf': 0.428, 'bbox': [0.005, 0.011, 0.488, 0.989]}, {'category': '1', 'conf': 0.143, 'bbox': [0.324, 0.524, 0.649, 0.421]}]"
2503,9631,8e87ea08-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.233, 0.076, 0.759, 0.912]}, {'category': '1', 'conf': 0.972, 'bbox': [0.0, 0.748, 0.194, 0.238]}, {'category': '1', 'conf': 0.559, 'bbox': [0.027, 0.926, 0.171, 0.058]}, {'category': '1', 'conf': 0.248, 'bbox': [0.339, 0.051, 0.19, 0.559]}, {'category': '1', 'conf': 0.197, 'bbox': [0.257, 0.055, 0.421, 0.694]}, {'category': '1', 'conf': 0.128, 'bbox': [0.381, 0.008, 0.138, 0.508]}, {'category': '1', 'conf': 0.121, 'bbox': [0.309, 0.019, 0.227, 0.815]}]"
2506,9637,900a75b2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.503, 0.421, 0.497, 0.566]}, {'category': '1', 'conf': 0.98, 'bbox': [0.032, 0.516, 0.442, 0.472]}, {'category': '1', 'conf': 0.969, 'bbox': [0, 0.425, 0.103, 0.548]}, {'category': '1', 'conf': 0.77, 'bbox': [0.001, 0.693, 0.104, 0.284]}, {'category': '1', 'conf': 0.282, 'bbox': [0.014, 0.911, 0.31, 0.077]}, {'category': '1', 'conf': 0.19, 'bbox': [0, 0.714, 0.102, 0.167]}, {'category': '1', 'conf': 0.164, 'bbox': [0.212, 0.53, 0.45, 0.397]}, {'category': '1', 'conf': 0.149, 'bbox': [0.002, 0.426, 0.063, 0.077]}]"
2510,9648,8ec2de9c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.002, 0.012, 0.834, 0.97]}, {'category': '1', 'conf': 0.596, 'bbox': [0.288, 0.029, 0.635, 0.891]}, {'category': '1', 'conf': 0.594, 'bbox': [0.518, 0.012, 0.385, 0.614]}, {'category': '1', 'conf': 0.208, 'bbox': [0.514, 0.074, 0.427, 0.874]}]"
2511,9656,8c041374-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.055, 0.014, 0.851, 0.962]}, {'category': '1', 'conf': 0.149, 'bbox': [0.638, 0.029, 0.299, 0.908]}, {'category': '1', 'conf': 0.107, 'bbox': [0.364, 0.028, 0.562, 0.822]}]"
2513,9658,940a2f86-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.615, 0.015, 0.139, 0.554]}]"
2515,9663,86dbfe0c-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.101, 0.018, 0.898, 0.935]}, {'category': '1', 'conf': 0.995, 'bbox': [0.012, 0.639, 0.409, 0.347]}, {'category': '1', 'conf': 0.988, 'bbox': [0.445, 0.511, 0.532, 0.479]}, {'category': '1', 'conf': 0.804, 'bbox': [0, 0.772, 0.053, 0.087]}, {'category': '1', 'conf': 0.201, 'bbox': [0.139, 0.472, 0.793, 0.496]}]"
2516,9674,8a62092c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.096, 0.012, 0.9, 0.946]}, {'category': '1', 'conf': 0.801, 'bbox': [0.001, 0.494, 0.626, 0.487]}, {'category': '1', 'conf': 0.533, 'bbox': [0.024, 0.292, 0.836, 0.667]}, {'category': '1', 'conf': 0.425, 'bbox': [0.308, 0.484, 0.309, 0.464]}, {'category': '1', 'conf': 0.342, 'bbox': [0.002, 0.78, 0.602, 0.204]}]"
2517,9685,87ee2f2c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.349, 0.424, 0.171, 0.195]}, {'category': '1', 'conf': 0.991, 'bbox': [0.023, 0.402, 0.059, 0.187]}, {'category': '1', 'conf': 0.933, 'bbox': [0.096, 0.376, 0.048, 0.118]}, {'category': '1', 'conf': 0.188, 'bbox': [0.072, 0.361, 0.07, 0.126]}]"
2518,9697,905d2dde-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.481, 0.27, 0.43]}]"
2519,9699,8b9b8d86-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.593, 0.532, 0.152, 0.339]}]"
2521,9706,8ea53e50-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.295, 0.067, 0.629, 0.872]}]"
2524,9716,916d062c-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.119, 0.279, 0.387, 0.586]}, {'category': '1', 'conf': 0.992, 'bbox': [0.237, 0.288, 0.756, 0.698]}, {'category': '1', 'conf': 0.945, 'bbox': [0.0, 0.569, 0.104, 0.245]}, {'category': '1', 'conf': 0.814, 'bbox': [0.009, 0.914, 0.178, 0.072]}, {'category': '1', 'conf': 0.275, 'bbox': [0.17, 0.332, 0.593, 0.621]}, {'category': '1', 'conf': 0.164, 'bbox': [0.002, 0.564, 0.025, 0.094]}]"
2525,9720,9746c574-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.491, 0.211, 0.435, 0.772]}, {'category': '1', 'conf': 0.88, 'bbox': [0.205, 0.57, 0.05, 0.079]}, {'category': '1', 'conf': 0.108, 'bbox': [0.205, 0.564, 0.102, 0.079]}]"
2526,9722,92a881f6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.004, 0.497, 0.433, 0.492]}]"
2528,9728,964e3346-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.614, 0.021, 0.144, 0.845]}, {'category': '1', 'conf': 0.181, 'bbox': [0.155, 0.42, 0.064, 0.145]}]"
2529,9729,87b89740-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.07, 0.421, 0.93, 0.566]}, {'category': '1', 'conf': 0.998, 'bbox': [0.001, 0.668, 0.315, 0.316]}, {'category': '1', 'conf': 0.996, 'bbox': [0.702, 0.565, 0.134, 0.168]}, {'category': '1', 'conf': 0.179, 'bbox': [0.386, 0.581, 0.049, 0.027]}]"
2530,9730,93896478-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.3, 0.505, 0.426, 0.372]}]"
2531,9731,95cbfe62-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.0, 0.03, 0.14, 0.55]}, {'category': '1', 'conf': 0.997, 'bbox': [0.588, 0.029, 0.41, 0.56]}, {'category': '1', 'conf': 0.988, 'bbox': [0.448, 0.023, 0.218, 0.534]}, {'category': '1', 'conf': 0.321, 'bbox': [0.009, 0.028, 0.486, 0.557]}, {'category': '1', 'conf': 0.108, 'bbox': [0.461, 0.056, 0.392, 0.502]}]"
2532,9734,8f34d290-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.411, 0.029, 0.586, 0.962]}, {'category': '1', 'conf': 0.994, 'bbox': [0.012, 0.623, 0.412, 0.362]}, {'category': '1', 'conf': 0.198, 'bbox': [0, 0.754, 0.051, 0.112]}, {'category': '1', 'conf': 0.16, 'bbox': [0.411, 0.412, 0.588, 0.557]}]"
2538,9753,918985b8-21bc-11ea-a13a-137349068a90.jpg,0.991,"[{'category': '1', 'conf': 0.991, 'bbox': [0.025, 0.559, 0.837, 0.436]}, {'category': '1', 'conf': 0.96, 'bbox': [0.117, 0.753, 0.751, 0.228]}, {'category': '1', 'conf': 0.872, 'bbox': [0.003, 0.56, 0.191, 0.429]}, {'category': '1', 'conf': 0.697, 'bbox': [0.057, 0.874, 0.177, 0.106]}]"
2544,9790,97602550-21bc-11ea-a13a-137349068a90.jpg,0.994,"[{'category': '1', 'conf': 0.994, 'bbox': [0.462, 0.825, 0.221, 0.162]}, {'category': '1', 'conf': 0.992, 'bbox': [0.093, 0.831, 0.05, 0.114]}, {'category': '1', 'conf': 0.99, 'bbox': [0.718, 0.803, 0.209, 0.179]}, {'category': '1', 'conf': 0.97, 'bbox': [0.375, 0.787, 0.071, 0.106]}, {'category': '1', 'conf': 0.947, 'bbox': [0.164, 0.836, 0.038, 0.06]}, {'category': '1', 'conf': 0.803, 'bbox': [0.225, 0.82, 0.056, 0.072]}, {'category': '1', 'conf': 0.533, 'bbox': [0.278, 0.815, 0.036, 0.063]}, {'category': '1', 'conf': 0.48, 'bbox': [0.882, 0.844, 0.051, 0.095]}, {'category': '1', 'conf': 0.277, 'bbox': [0.867, 0.816, 0.065, 0.12]}, {'category': '1', 'conf': 0.254, 'bbox': [0.342, 0.787, 0.048, 0.08]}, {'category': '1', 'conf': 0.211, 'bbox': [0.112, 0.831, 0.035, 0.1]}, {'category': '1', 'conf': 0.211, 'bbox': [0.22, 0.824, 0.032, 0.064]}, {'category': '1', 'conf': 0.17, 'bbox': [0.843, 0.8, 0.141, 0.147]}, {'category': '1', 'conf': 0.158, 'bbox': [0.342, 0.797, 0.027, 0.07]}, {'category': '1', 'conf': 0.136, 'bbox': [0.277, 0.81, 0.053, 0.072]}, {'category': '1', 'conf': 0.126, 'bbox': [0.88, 0.828, 0.104, 0.105]}]"
2545,9791,96f4db9c-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0, 0.427, 0.712, 0.565]}, {'category': '1', 'conf': 0.286, 'bbox': [0.39, 0.576, 0.046, 0.031]}]"
2546,9794,8e1cd51a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.381, 0.359, 0.22, 0.412]}, {'category': '1', 'conf': 0.998, 'bbox': [0.953, 0.372, 0.047, 0.372]}]"
2547,9795,895ffd04-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.323, 0.421, 0.526, 0.559]}, {'category': '1', 'conf': 0.998, 'bbox': [0.026, 0.499, 0.343, 0.484]}, {'category': '1', 'conf': 0.998, 'bbox': [0.832, 0.607, 0.068, 0.176]}, {'category': '1', 'conf': 0.964, 'bbox': [0, 0.625, 0.171, 0.347]}, {'category': '1', 'conf': 0.868, 'bbox': [0.001, 0.541, 0.054, 0.113]}, {'category': '1', 'conf': 0.282, 'bbox': [0.105, 0.533, 0.356, 0.42]}, {'category': '1', 'conf': 0.23, 'bbox': [0.831, 0.62, 0.03, 0.151]}, {'category': '1', 'conf': 0.216, 'bbox': [0.505, 0.838, 0.127, 0.127]}, {'category': '1', 'conf': 0.138, 'bbox': [0.83, 0.65, 0.021, 0.122]}]"
2548,9797,8afd3e10-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.406, 0.013, 0.59, 0.987]}, {'category': '1', 'conf': 0.945, 'bbox': [0.106, 0.706, 0.353, 0.278]}, {'category': '1', 'conf': 0.801, 'bbox': [0.031, 0.67, 0.354, 0.318]}, {'category': '1', 'conf': 0.755, 'bbox': [0.003, 0.659, 0.17, 0.326]}, {'category': '1', 'conf': 0.453, 'bbox': [0.413, 0.464, 0.587, 0.505]}]"
2549,9798,96bc7612-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.006, 0.026, 0.498, 0.565]}, {'category': '1', 'conf': 0.985, 'bbox': [0, 0.015, 0.803, 0.571]}]"
2551,9802,962b441c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.649, 0.405, 0.22, 0.476]}]"
2552,9806,9800eb5c-21bc-11ea-a13a-137349068a90.jpg,0.994,"[{'category': '1', 'conf': 0.994, 'bbox': [0.55, 0.864, 0.189, 0.12]}, {'category': '1', 'conf': 0.203, 'bbox': [0.303, 0.92, 0.09, 0.066]}, {'category': '1', 'conf': 0.167, 'bbox': [0.544, 0.863, 0.349, 0.123]}]"
2555,9816,914ecd7e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.229, 0.727, 0.46, 0.258]}]"
2559,9838,903afb10-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.785, 0.551, 0.215, 0.425]}]"
2564,9850,8b763996-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.408, 0.372, 0.138, 0.316]}, {'category': '1', 'conf': 0.427, 'bbox': [0.921, 0.377, 0.079, 0.484]}, {'category': '1', 'conf': 0.147, 'bbox': [0.997, 0.372, 0.002, 0.03]}, {'category': '1', 'conf': 0.132, 'bbox': [0.988, 0.373, 0.012, 0.031]}]"
2565,9851,95899c34-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.264, 0.27, 0.733, 0.73]}, {'category': '1', 'conf': 0.994, 'bbox': [0, 0.73, 0.145, 0.252]}, {'category': '1', 'conf': 0.187, 'bbox': [0.244, 0.551, 0.746, 0.432]}]"
2567,9854,89444c08-21bc-11ea-a13a-137349068a90.jpg,0.99,"[{'category': '1', 'conf': 0.99, 'bbox': [0.002, 0.882, 0.117, 0.104]}]"
2570,9869,92d25576-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.735, 0.743, 0.262, 0.24]}]"
2571,9881,8bad9f30-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.226, 0.583, 0.672, 0.402]}, {'category': '1', 'conf': 0.992, 'bbox': [0.001, 0.077, 0.167, 0.91]}, {'category': '1', 'conf': 0.873, 'bbox': [0.096, 0.839, 0.22, 0.148]}, {'category': '1', 'conf': 0.118, 'bbox': [0.161, 0.835, 0.19, 0.153]}, {'category': '1', 'conf': 0.109, 'bbox': [0.096, 0.814, 0.461, 0.172]}, {'category': '1', 'conf': 0.101, 'bbox': [0.272, 0.549, 0.391, 0.268]}]"
2574,9891,87dd993c-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.002, 0.472, 0.101, 0.512]}, {'category': '1', 'conf': 0.98, 'bbox': [0.787, 0.624, 0.213, 0.31]}, {'category': '1', 'conf': 0.567, 'bbox': [0.369, 0.572, 0.046, 0.025]}]"
2575,9892,86d513a8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.354, 0.218, 0.393]}]"
2576,9895,8ebb36c4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.638, 0.427, 0.12, 0.341]}]"
2579,9899,974f741c-21bc-11ea-a13a-137349068a90.jpg,0.973,"[{'category': '1', 'conf': 0.973, 'bbox': [0.22, 0.843, 0.756, 0.139]}, {'category': '1', 'conf': 0.338, 'bbox': [0.746, 0.841, 0.254, 0.129]}]"
