,file,max_detection_conf,detections
14072,8cff4456-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14074,8f7db9ce-21bc-11ea-a13a-137349068a90.jpg,0.979,"[{'category': '1', 'conf': 0.979, 'bbox': [0.849, 0.851, 0.151, 0.119]}]"
14081,9891a4ee-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14088,94d72a54-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.192, 0.389, 0.194, 0.243]}]"
14094,87bac25e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14096,91e7ea86-21bc-11ea-a13a-137349068a90.jpg,0.15,"[{'category': '1', 'conf': 0.15, 'bbox': [0.224, 0.829, 0.057, 0.062]}]"
14102,936e6484-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14108,885aafc6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14111,8a900958-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.661, 0.308, 0.09, 0.128]}, {'category': '1', 'conf': 0.997, 'bbox': [0.593, 0.306, 0.045, 0.196]}, {'category': '1', 'conf': 0.996, 'bbox': [0.26, 0.176, 0.06, 0.207]}, {'category': '1', 'conf': 0.993, 'bbox': [0.001, 0.443, 0.082, 0.525]}, {'category': '1', 'conf': 0.972, 'bbox': [0.576, 0.274, 0.029, 0.107]}, {'category': '1', 'conf': 0.963, 'bbox': [0.604, 0.303, 0.059, 0.138]}, {'category': '1', 'conf': 0.949, 'bbox': [0.355, 0.241, 0.016, 0.056]}, {'category': '1', 'conf': 0.769, 'bbox': [0.002, 0.189, 0.012, 0.146]}]"
14117,88f174d8-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.521, 0.506, 0.278, 0.347]}]"
14123,973719b2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14124,8de6fb66-21bc-11ea-a13a-137349068a90.jpg,0.984,"[{'category': '1', 'conf': 0.984, 'bbox': [0.606, 0.408, 0.071, 0.08]}]"
14129,9620d82e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14132,93a4f01c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14135,889e544c-21bc-11ea-a13a-137349068a90.jpg,0.15,"[{'category': '1', 'conf': 0.15, 'bbox': [0.836, 0.604, 0.159, 0.144]}]"
14140,9734d026-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.003, 0.277, 0.402, 0.521]}, {'category': '1', 'conf': 0.998, 'bbox': [0.518, 0.275, 0.481, 0.436]}, {'category': '1', 'conf': 0.586, 'bbox': [0.514, 0.476, 0.126, 0.074]}, {'category': '1', 'conf': 0.458, 'bbox': [0.278, 0.548, 0.053, 0.072]}, {'category': '1', 'conf': 0.418, 'bbox': [0.56, 0.467, 0.087, 0.082]}, {'category': '1', 'conf': 0.34, 'bbox': [0.952, 0.508, 0.048, 0.136]}, {'category': '1', 'conf': 0.32, 'bbox': [0.024, 0.415, 0.349, 0.351]}, {'category': '1', 'conf': 0.305, 'bbox': [0.124, 0.499, 0.21, 0.14]}, {'category': '1', 'conf': 0.303, 'bbox': [0.935, 0.512, 0.048, 0.055]}, {'category': '1', 'conf': 0.221, 'bbox': [0.517, 0.487, 0.085, 0.061]}, {'category': '1', 'conf': 0.203, 'bbox': [0.157, 0.551, 0.167, 0.077]}, {'category': '1', 'conf': 0.134, 'bbox': [0.947, 0.501, 0.048, 0.083]}]"
14141,86ec3a1a-21bc-11ea-a13a-137349068a90.jpg,0.986,"[{'category': '1', 'conf': 0.986, 'bbox': [0.75, 0.003, 0.187, 0.974]}]"
14147,881b14d8-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.497, 0.798, 0.208, 0.167]}, {'category': '1', 'conf': 0.389, 'bbox': [0.212, 0.096, 0.029, 0.046]}]"
14152,8d28e586-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14153,96d59df4-21bc-11ea-a13a-137349068a90.jpg,0.967,"[{'category': '1', 'conf': 0.967, 'bbox': [0.003, 0.024, 0.405, 0.63]}, {'category': '1', 'conf': 0.945, 'bbox': [0.0, 0.031, 0.164, 0.601]}, {'category': '1', 'conf': 0.458, 'bbox': [0.304, 0.026, 0.1, 0.181]}]"
14161,92f4f0f4-21bc-11ea-a13a-137349068a90.jpg,0.113,"[{'category': '1', 'conf': 0.113, 'bbox': [0.542, 0.412, 0.049, 0.087]}]"
14162,88673836-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14165,91b595ae-21bc-11ea-a13a-137349068a90.jpg,0.105,"[{'category': '1', 'conf': 0.105, 'bbox': [0.665, 0.463, 0.196, 0.212]}]"
14167,9567bfc4-21bc-11ea-a13a-137349068a90.jpg,0.783,"[{'category': '1', 'conf': 0.783, 'bbox': [0.001, 0.485, 0.017, 0.035]}, {'category': '1', 'conf': 0.538, 'bbox': [0, 0.484, 0.023, 0.055]}]"
14169,8708dda0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14173,939a6c8c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.689, 0.554, 0.258, 0.417]}]"
14182,9022bfdc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14187,90d5728a-21bc-11ea-a13a-137349068a90.jpg,0.992,"[{'category': '1', 'conf': 0.992, 'bbox': [0.055, 0.01, 0.938, 0.977]}, {'category': '2', 'conf': 0.401, 'bbox': [0.009, 0.028, 0.989, 0.908]}]"
14188,8ec02bca-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14189,8c798ff0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14194,8f8bce24-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.006, 0.061, 0.751, 0.883]}, {'category': '1', 'conf': 0.998, 'bbox': [0.904, 0.446, 0.095, 0.143]}]"
14198,8fac0a22-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14204,95146ad6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14210,8d9d85bc-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.103, 0.7, 0.888, 0.285]}, {'category': '1', 'conf': 0.979, 'bbox': [0, 0.527, 1.0, 0.451]}, {'category': '1', 'conf': 0.952, 'bbox': [0.002, 0.517, 0.093, 0.222]}, {'category': '1', 'conf': 0.377, 'bbox': [0.008, 0.915, 0.169, 0.073]}, {'category': '1', 'conf': 0.136, 'bbox': [0.002, 0.528, 0.1, 0.326]}]"
14220,875533f8-21bc-11ea-a13a-137349068a90.jpg,0.851,"[{'category': '1', 'conf': 0.851, 'bbox': [0.142, 0.464, 0.052, 0.041]}, {'category': '1', 'conf': 0.145, 'bbox': [0.044, 0.55, 0.017, 0.045]}, {'category': '1', 'conf': 0.131, 'bbox': [0.144, 0.463, 0.048, 0.027]}, {'category': '1', 'conf': 0.114, 'bbox': [0.129, 0.46, 0.065, 0.058]}]"
14221,8b094304-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14226,94a9ca00-21bc-11ea-a13a-137349068a90.jpg,0.356,"[{'category': '1', 'conf': 0.356, 'bbox': [0.288, 0.396, 0.033, 0.035]}]"
14227,9101ede2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14232,8f414aa2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14238,8991e076-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14241,8b94e3aa-21bc-11ea-a13a-137349068a90.jpg,0.956,"[{'category': '1', 'conf': 0.956, 'bbox': [0.687, 0.445, 0.071, 0.136]}, {'category': '1', 'conf': 0.331, 'bbox': [0.667, 0.443, 0.113, 0.147]}, {'category': '1', 'conf': 0.135, 'bbox': [0.682, 0.447, 0.173, 0.154]}]"
14242,95b858d0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.009, 0.021, 0.988, 0.832]}]"
14250,88b54620-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.686, 0.389, 0.114, 0.235]}]"
14257,991339c8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14260,8e82f570-21bc-11ea-a13a-137349068a90.jpg,0.102,"[{'category': '1', 'conf': 0.102, 'bbox': [0.108, 0.5, 0.055, 0.126]}]"
14261,87afa018-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.198, 0.015, 0.696, 0.949]}]"
14263,973010d6-21bc-11ea-a13a-137349068a90.jpg,0.108,"[{'category': '1', 'conf': 0.108, 'bbox': [0.841, 0.564, 0.159, 0.148]}]"
14269,93d431ce-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14274,98800fa4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14275,93dd4ac0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14278,8f6e8710-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14279,8dca2450-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.542, 0.898, 0.055, 0.083]}, {'category': '1', 'conf': 0.939, 'bbox': [0.771, 0.818, 0.229, 0.157]}, {'category': '1', 'conf': 0.234, 'bbox': [0.797, 0.311, 0.2, 0.675]}]"
14282,946edb98-21bc-11ea-a13a-137349068a90.jpg,0.703,"[{'category': '1', 'conf': 0.703, 'bbox': [0.6, 0.393, 0.081, 0.093]}]"
14284,938323d8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14285,92921920-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14287,8f212902-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14291,95f8b650-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14295,935f3676-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.28, 0.424, 0.151, 0.29]}, {'category': '1', 'conf': 0.993, 'bbox': [0.557, 0.474, 0.437, 0.434]}, {'category': '1', 'conf': 0.986, 'bbox': [0.45, 0.465, 0.345, 0.35]}, {'category': '1', 'conf': 0.575, 'bbox': [0.687, 0.424, 0.093, 0.115]}, {'category': '1', 'conf': 0.361, 'bbox': [0.664, 0.427, 0.12, 0.364]}, {'category': '1', 'conf': 0.325, 'bbox': [0.78, 0.482, 0.051, 0.069]}, {'category': '1', 'conf': 0.166, 'bbox': [0.772, 0.479, 0.208, 0.19]}, {'category': '1', 'conf': 0.139, 'bbox': [0.454, 0.502, 0.216, 0.304]}, {'category': '1', 'conf': 0.137, 'bbox': [0.669, 0.458, 0.317, 0.328]}]"
14298,97f80924-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14301,96c32fca-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14312,8d2c108a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14313,937818c6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14314,8c20e4d6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14316,8dfd1284-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.503, 0.432, 0.143, 0.097]}]"
14318,929f00d6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14320,90828b56-21bc-11ea-a13a-137349068a90.jpg,0.98,"[{'category': '1', 'conf': 0.98, 'bbox': [0, 0.018, 0.211, 0.739]}, {'category': '1', 'conf': 0.118, 'bbox': [0.009, 0, 0.477, 0.748]}]"
14323,8a7e2aa8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14324,8d309182-21bc-11ea-a13a-137349068a90.jpg,0.123,"[{'category': '1', 'conf': 0.123, 'bbox': [0.178, 0.621, 0.094, 0.099]}]"
14325,9309d500-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14327,983eb892-21bc-11ea-a13a-137349068a90.jpg,0.475,"[{'category': '1', 'conf': 0.475, 'bbox': [0.566, 0.413, 0.024, 0.046]}, {'category': '1', 'conf': 0.246, 'bbox': [0.564, 0.414, 0.03, 0.072]}]"
14330,87d6b9c8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14331,97f972e6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14338,98817fd8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14344,8b5bb076-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14347,894cf0ec-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.565, 0.369, 0.061, 0.182]}]"
14354,98244746-21bc-11ea-a13a-137349068a90.jpg,0.794,"[{'category': '1', 'conf': 0.794, 'bbox': [0, 0.705, 0.358, 0.279]}, {'category': '1', 'conf': 0.476, 'bbox': [0.001, 0.912, 0.357, 0.072]}]"
14356,8d2849d2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14358,87623d5a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.503, 0.541, 0.037, 0.124]}]"
14360,881df31a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.018, 0.049, 0.926, 0.916]}, {'category': '1', 'conf': 0.983, 'bbox': [0.01, 0.552, 0.747, 0.43]}, {'category': '1', 'conf': 0.966, 'bbox': [0.404, 0.018, 0.596, 0.968]}, {'category': '1', 'conf': 0.696, 'bbox': [0.017, 0.278, 0.726, 0.689]}, {'category': '1', 'conf': 0.183, 'bbox': [0.814, 0.556, 0.182, 0.202]}, {'category': '1', 'conf': 0.132, 'bbox': [0.185, 0.033, 0.612, 0.814]}, {'category': '1', 'conf': 0.127, 'bbox': [0.003, 0.565, 0.27, 0.388]}, {'category': '1', 'conf': 0.108, 'bbox': [0.574, 0.531, 0.424, 0.441]}]"
14368,943bc76c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14376,88a31900-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.02, 0.381, 0.98, 0.605]}, {'category': '1', 'conf': 0.868, 'bbox': [0.003, 0.637, 0.333, 0.345]}]"
14382,86af1d7e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14383,9759ce6c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.295, 0.707, 0.162, 0.281]}]"
14389,8c02b92a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14391,896e18da-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14399,873aa89e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.415, 0.69, 0.196, 0.28]}]"
14400,8ba2c240-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.113, 0.774, 0.059, 0.174]}, {'category': '1', 'conf': 0.824, 'bbox': [0.487, 0.738, 0.117, 0.127]}, {'category': '1', 'conf': 0.146, 'bbox': [0.487, 0.752, 0.103, 0.157]}, {'category': '1', 'conf': 0.133, 'bbox': [0.114, 0.658, 0.062, 0.166]}]"
14404,940f4f02-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14411,8b5c5f9e-21bc-11ea-a13a-137349068a90.jpg,0.469,"[{'category': '1', 'conf': 0.469, 'bbox': [0.16, 0.611, 0.101, 0.143]}, {'category': '1', 'conf': 0.118, 'bbox': [0.151, 0.578, 0.141, 0.181]}]"
14416,8d00682c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.004, 0.01, 0.776, 0.942]}]"
14418,8deee290-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14420,8cf85b50-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.69, 0.025, 0.151, 0.604]}]"
14428,91ef5e4c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.738, 0.297, 0.262, 0.678]}, {'category': '1', 'conf': 0.999, 'bbox': [0.373, 0.371, 0.174, 0.468]}]"
14430,90318e18-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.109, 0.706, 0.885, 0.28]}, {'category': '1', 'conf': 0.977, 'bbox': [0.002, 0.526, 0.094, 0.21]}, {'category': '1', 'conf': 0.832, 'bbox': [0, 0.566, 0.99, 0.411]}, {'category': '1', 'conf': 0.518, 'bbox': [0.004, 0.914, 0.157, 0.071]}, {'category': '1', 'conf': 0.128, 'bbox': [0.004, 0.53, 0.662, 0.428]}, {'category': '1', 'conf': 0.107, 'bbox': [0, 0.535, 0.15, 0.455]}]"
14431,93f7d34a-21bc-11ea-a13a-137349068a90.jpg,0.204,"[{'category': '1', 'conf': 0.204, 'bbox': [0.965, 0.558, 0.033, 0.061]}]"
14437,86d92574-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14438,8cc9a620-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14456,9391d2ca-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14461,92f6db8a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.529, 0.013, 0.469, 0.969]}]"
14462,9219dec4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14471,936e0e26-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.294, 0.036, 0.703, 0.964]}, {'category': '1', 'conf': 0.986, 'bbox': [0.006, 0.582, 0.631, 0.399]}, {'category': '1', 'conf': 0.844, 'bbox': [0.026, 0.924, 0.206, 0.061]}, {'category': '1', 'conf': 0.256, 'bbox': [0.076, 0.748, 0.559, 0.233]}, {'category': '1', 'conf': 0.135, 'bbox': [0.315, 0.76, 0.309, 0.212]}, {'category': '1', 'conf': 0.115, 'bbox': [0.009, 0.587, 0.325, 0.388]}]"
14478,95f4bed8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14482,978e2374-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14486,947675f6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14489,983d3882-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14490,89d3be92-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14494,94794164-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.256, 0.628, 0.665, 0.358]}, {'category': '1', 'conf': 0.98, 'bbox': [0.0, 0.71, 0.128, 0.276]}, {'category': '1', 'conf': 0.703, 'bbox': [0.047, 0.864, 0.253, 0.12]}, {'category': '1', 'conf': 0.609, 'bbox': [0.181, 0.862, 0.108, 0.123]}, {'category': '1', 'conf': 0.161, 'bbox': [0.139, 0.706, 0.44, 0.267]}, {'category': '1', 'conf': 0.12, 'bbox': [0.083, 0.87, 0.15, 0.118]}]"
14503,8cb6df9a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14505,87027b68-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.218, 0.014, 0.746, 0.94]}]"
14513,8ecdcea6-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.001, 0.17, 0.184, 0.489]}, {'category': '1', 'conf': 0.998, 'bbox': [0.222, 0.372, 0.158, 0.472]}, {'category': '1', 'conf': 0.995, 'bbox': [0.88, 0.392, 0.12, 0.341]}, {'category': '1', 'conf': 0.994, 'bbox': [0.694, 0.393, 0.159, 0.31]}, {'category': '1', 'conf': 0.993, 'bbox': [0.482, 0.275, 0.15, 0.314]}, {'category': '1', 'conf': 0.949, 'bbox': [0.85, 0.403, 0.114, 0.262]}, {'category': '1', 'conf': 0.386, 'bbox': [0.68, 0.422, 0.063, 0.102]}, {'category': '1', 'conf': 0.306, 'bbox': [0.847, 0.432, 0.083, 0.24]}]"
14516,9138d000-21bc-11ea-a13a-137349068a90.jpg,0.116,"[{'category': '1', 'conf': 0.116, 'bbox': [0.635, 0.461, 0.016, 0.038]}]"
14533,8d8c8abe-21bc-11ea-a13a-137349068a90.jpg,0.789,"[{'category': '1', 'conf': 0.789, 'bbox': [0, 0.023, 1.0, 0.903]}]"
14537,92154efe-21bc-11ea-a13a-137349068a90.jpg,0.528,"[{'category': '1', 'conf': 0.528, 'bbox': [0.668, 0.528, 0.026, 0.032]}, {'category': '1', 'conf': 0.403, 'bbox': [0.002, 0.588, 0.012, 0.124]}]"
14539,9481c028-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.0, 0.518, 0.422, 0.464]}, {'category': '1', 'conf': 0.168, 'bbox': [0.005, 0.852, 0.233, 0.132]}]"
14541,967bbc6c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.005, 0.388, 0.815, 0.592]}]"
14547,8b637fa4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14554,9765f9da-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14566,8ff32cc2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14571,892c010c-21bc-11ea-a13a-137349068a90.jpg,0.511,"[{'category': '1', 'conf': 0.511, 'bbox': [0.593, 0.386, 0.085, 0.117]}]"
14573,876ddd90-21bc-11ea-a13a-137349068a90.jpg,0.169,"[{'category': '1', 'conf': 0.169, 'bbox': [0.959, 0.56, 0.039, 0.059]}]"
14574,991bbada-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.32, 0, 0.68, 0.979]}, {'category': '1', 'conf': 0.957, 'bbox': [0.056, 0.489, 0.608, 0.5]}, {'category': '1', 'conf': 0.728, 'bbox': [0.002, 0.722, 0.11, 0.264]}, {'category': '1', 'conf': 0.67, 'bbox': [0.017, 0.761, 0.635, 0.224]}, {'category': '1', 'conf': 0.286, 'bbox': [0.271, 0.487, 0.394, 0.45]}, {'category': '1', 'conf': 0.179, 'bbox': [0.008, 0.609, 0.819, 0.368]}, {'category': '1', 'conf': 0.176, 'bbox': [0.001, 0.72, 0.184, 0.256]}, {'category': '1', 'conf': 0.171, 'bbox': [0.208, 0.811, 0.452, 0.176]}, {'category': '1', 'conf': 0.165, 'bbox': [0.095, 0.461, 0.862, 0.51]}, {'category': '1', 'conf': 0.139, 'bbox': [0.002, 0.724, 0.342, 0.261]}, {'category': '1', 'conf': 0.123, 'bbox': [0.08, 0.653, 0.554, 0.326]}, {'category': '1', 'conf': 0.117, 'bbox': [0.072, 0.843, 0.342, 0.143]}, {'category': '1', 'conf': 0.117, 'bbox': [0.057, 0.891, 0.335, 0.1]}]"
14575,8a43e8ac-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14576,98126a44-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.152, 0.011, 0.756, 0.962]}]"
14577,90d45058-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.424, 0.03, 0.575, 0.552]}]"
14578,8f1e43fe-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.19, 0.142, 0.536]}]"
14579,91422f88-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.642, 0.538, 0.355, 0.443]}]"
14580,9376d2d6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.355, 0.578, 0.624]}, {'category': '1', 'conf': 0.998, 'bbox': [0.554, 0.548, 0.444, 0.436]}, {'category': '1', 'conf': 0.178, 'bbox': [0.0, 0.724, 0.134, 0.149]}, {'category': '1', 'conf': 0.171, 'bbox': [0.002, 0.719, 0.534, 0.263]}, {'category': '1', 'conf': 0.102, 'bbox': [0.003, 0.722, 0.206, 0.253]}]"
14584,98f4c506-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14585,92fde39e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14588,8db1c00e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14590,92235472-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.011, 0.942, 0.978]}]"
14591,88fa414e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14596,9604e8da-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14597,919987b0-21bc-11ea-a13a-137349068a90.jpg,0.801,"[{'category': '1', 'conf': 0.801, 'bbox': [0.566, 0.44, 0.041, 0.116]}]"
14603,9093568e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14606,8a0c311e-21bc-11ea-a13a-137349068a90.jpg,0.994,"[{'category': '1', 'conf': 0.994, 'bbox': [0.272, 0.607, 0.728, 0.375]}, {'category': '1', 'conf': 0.992, 'bbox': [0.001, 0.638, 0.17, 0.344]}]"
14615,8ddedaf8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14620,902dd53e-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.002, 0.853, 0.234, 0.13]}]"
14628,95b89700-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.584, 0.629, 0.338, 0.357]}, {'category': '1', 'conf': 0.713, 'bbox': [0.37, 0.572, 0.045, 0.026]}, {'category': '1', 'conf': 0.245, 'bbox': [0.123, 0.571, 0.05, 0.025]}]"
14632,98ab5074-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14634,8a637762-21bc-11ea-a13a-137349068a90.jpg,0.424,"[{'category': '1', 'conf': 0.424, 'bbox': [0, 0.535, 0.075, 0.184]}, {'category': '1', 'conf': 0.387, 'bbox': [0.054, 0.541, 0.022, 0.044]}]"
14637,96b6d7f2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14639,96b37512-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14641,87d347c0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14646,933810aa-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.398, 0.733, 0.269, 0.253]}, {'category': '1', 'conf': 0.368, 'bbox': [0.898, 0.816, 0.084, 0.134]}, {'category': '1', 'conf': 0.166, 'bbox': [0.863, 0.816, 0.131, 0.158]}]"
14649,8ace864c-21bc-11ea-a13a-137349068a90.jpg,0.963,"[{'category': '1', 'conf': 0.963, 'bbox': [0.445, 0.005, 0.545, 0.98]}, {'category': '1', 'conf': 0.561, 'bbox': [0.894, 0.007, 0.099, 0.881]}, {'category': '2', 'conf': 0.169, 'bbox': [0.885, 0.016, 0.115, 0.812]}]"
14650,8e606636-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14652,91be7674-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
14653,922bbd7e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.545, 0.025, 0.393, 0.812]}]"
